Dataset,Classifier_Name,CV_mean,CV_std,Test_score
income_evaluation,_LR,0.5825199454659367,0.012783067364140428,0.5867214208069234
income_evaluation,StandardScaler_LR,0.832951645903074,0.010684574426441313,0.8254362564132187
income_evaluation,MinMaxScaler_LR,0.8310425151393657,0.01050505744312951,0.8235322459525173
income_evaluation,MaxAbsScaler_LR,0.8310742409644813,0.010519963148188578,0.8235928991161967
income_evaluation,RobustScaler_LR,0.832865059710404,0.01067432492982942,0.8254487283841052
income_evaluation,QuantileTransformer-Normal_LR,0.8292755645240814,0.009811633061924578,0.8199393993498821
income_evaluation,QuantileTransformer-Uniform_LR,0.832903834779968,0.009531892496017796,0.8223014593518775
income_evaluation,PowerTransformer-Yeo-Johnson_LR,0.8290771729737955,0.010339895209993049,0.8204814705897797
income_evaluation,Normalizer_LR,0.6835736925863337,0.006551501221939774,0.6856206052713112
,,,,
income_evaluation,_LR-PCA,0.7638851514374903,0.007354152856217676,0.7603376884580444
income_evaluation,StandardScaler_LR-PCA,0.8275973424379508,0.009932001317058932,0.8184306847243299
income_evaluation,MinMaxScaler_LR-PCA,0.8079742391909941,0.011075674058446058,0.7957379993383291
income_evaluation,MaxAbsScaler_LR-PCA,0.8084325760225459,0.011054166899473215,0.7962840090953489
income_evaluation,RobustScaler_LR-PCA,0.7559155874356168,0.008361787720410995,0.7529234299757912
income_evaluation,QuantileTransformer-Normal_LR-PCA,0.8249725938908232,0.00945496973748973,0.8157194095375131
income_evaluation,QuantileTransformer-Uniform_LR-PCA,0.8293068940244057,0.009162450392041126,0.8177631060721431
income_evaluation,PowerTransformer-Yeo-Johnson_LR-PCA,0.8270563475340257,0.009715718074887258,0.8189295635597894
income_evaluation,Normalizer_LR-PCA,0.6831243542315597,0.006575886951504007,0.6851206761646196
,,,,
income_evaluation,_LDA,0.8215766062388257,0.010578158541449929,0.8125726656409017
income_evaluation,StandardScaler_LDA,0.8215766062388257,0.010578158541449929,0.8125726656409017
income_evaluation,MinMaxScaler_LDA,0.8215766062388257,0.010578158541449929,0.8125726656409017
income_evaluation,MaxAbsScaler_LDA,0.8215766062388257,0.010578158541449929,0.8125726656409017
income_evaluation,RobustScaler_LDA,0.8215766062388257,0.010578158541449929,0.8125726656409017
income_evaluation,QuantileTransformer-Normal_LDA,0.822684470472568,0.009756893746572837,0.8150176970702685
income_evaluation,QuantileTransformer-Uniform_LDA,0.8301427667056718,0.009451381102103154,0.820624307477406
income_evaluation,PowerTransformer-Yeo-Johnson_LDA,0.8257420483552327,0.010204990081515104,0.8185602619376453
income_evaluation,Normalizer_LDA,0.6762334204194185,0.012515820229942853,0.6803524447688615
,,,,
income_evaluation,_LDA-PCA,0.7513485312318913,0.005824830445985662,0.7452363635408844
income_evaluation,StandardScaler_LDA-PCA,0.8227136120118471,0.009557278861612957,0.813666129277886
income_evaluation,MinMaxScaler_LDA-PCA,0.8072288222943456,0.011152632170064897,0.7953260304473628
income_evaluation,MaxAbsScaler_LDA-PCA,0.8077172726449369,0.011111907826550695,0.7959151013249172
income_evaluation,RobustScaler_LDA-PCA,0.7458792805845004,0.0076544396566776965,0.7402578153308091
income_evaluation,QuantileTransformer-Normal_LDA-PCA,0.8192865296959996,0.00922605229859111,0.8116518403377672
income_evaluation,QuantileTransformer-Uniform_LDA-PCA,0.8271743657976118,0.009453198844119612,0.8161070909062266
income_evaluation,PowerTransformer-Yeo-Johnson_LDA-PCA,0.8265231351546518,0.01023129126790285,0.8185340051568317
income_evaluation,Normalizer_LDA-PCA,0.683425923764917,0.0060950686797816185,0.6850115792403388
,,,,
income_evaluation,_KNN,0.6620775410376454,0.011484746639190321,0.6831688127208851
income_evaluation,StandardScaler_KNN,0.7918790561655635,0.00991359208358048,0.783765104213163
income_evaluation,MinMaxScaler_KNN,0.7831442543000776,0.009188210711981152,0.7811698183555904
income_evaluation,MaxAbsScaler_KNN,0.7862105198010502,0.009856761359424286,0.7800122225314686
income_evaluation,RobustScaler_KNN,0.8210281926606202,0.011605804652164434,0.813619851701702
income_evaluation,QuantileTransformer-Normal_KNN,0.7861599948992819,0.008345509095364906,0.7807310019062423
income_evaluation,QuantileTransformer-Uniform_KNN,0.7780513124067836,0.01099336006752381,0.7695609078544534
income_evaluation,PowerTransformer-Yeo-Johnson_KNN,0.7764930635828511,0.010118531159174986,0.7689837838121695
income_evaluation,Normalizer_KNN,0.695792341893906,0.012596501246790237,0.6914349068146849
,,,,
income_evaluation,_KNN-PCA,0.661950700825486,0.011784225031347613,0.6827875642634711
income_evaluation,StandardScaler_KNN-PCA,0.7785985730635014,0.012482593379908287,0.7774727979750771
income_evaluation,MinMaxScaler_KNN-PCA,0.7723804669683986,0.009802930974589227,0.7676478388043713
income_evaluation,MaxAbsScaler_KNN-PCA,0.7745789348754701,0.010488226486900946,0.7716411013144144
income_evaluation,RobustScaler_KNN-PCA,0.7902218540540056,0.01530877676656584,0.783189686861632
income_evaluation,QuantileTransformer-Normal_KNN-PCA,0.7897262325033306,0.009739625755474796,0.7835981110871884
income_evaluation,QuantileTransformer-Uniform_KNN-PCA,0.7729688100640376,0.011519377206011056,0.7630822441145426
income_evaluation,PowerTransformer-Yeo-Johnson_KNN-PCA,0.7697915392651262,0.010557879372377019,0.7631033808230976
income_evaluation,Normalizer_KNN-PCA,0.6412830540607404,0.00892957704539917,0.6503824300125507
,,,,
income_evaluation,_CART,0.6954789767792127,0.014677293821555795,0.6804490697222557
income_evaluation,StandardScaler_CART,0.6953744709205741,0.014789160151642378,0.6800210185530414
