Dataset,Classifier_Name,CV_mean,CV_std,Test_score
sonar,QuantileTransformer-Uniform_CART,0.7404411764705883,0.06672971355610838,0.8095238095238095
sonar,PowerTransformer-Yeo-Johnson_CART,0.7286764705882354,0.05524011756174394,0.8095238095238095
sonar,Normalizer_CART,0.7158088235294118,0.12151333192551399,0.7619047619047619
,,,,
sonar,_CART-PCA,0.6566176470588235,0.07202880527210857,0.7142857142857143
sonar,StandardScaler_CART-PCA,0.6915441176470589,0.13897301974218942,0.7619047619047619
sonar,MinMaxScaler_CART-PCA,0.7415441176470589,0.12321443123276525,0.7619047619047619
sonar,MaxAbsScaler_CART-PCA,0.7165441176470588,0.1317126054099433,0.7619047619047619
sonar,RobustScaler_CART-PCA,0.7154411764705882,0.12383977118573677,0.6428571428571429
sonar,QuantileTransformer-Normal_CART-PCA,0.7058823529411764,0.08323776238285834,0.7619047619047619
sonar,QuantileTransformer-Uniform_CART-PCA,0.7099264705882353,0.0804038317981181,0.8095238095238095
sonar,PowerTransformer-Yeo-Johnson_CART-PCA,0.7102941176470589,0.12564496239163137,0.8095238095238095
sonar,Normalizer_CART-PCA,0.5713235294117648,0.07340430533369614,0.7619047619047619
,,,,
sonar,_NB,0.6569852941176471,0.13065754404120297,0.6904761904761905
sonar,StandardScaler_NB,0.6569852941176471,0.13065754404120297,0.6904761904761905
sonar,MinMaxScaler_NB,0.6569852941176471,0.13065754404120297,0.6904761904761905
sonar,MaxAbsScaler_NB,0.6569852941176471,0.13065754404120297,0.6904761904761905
sonar,RobustScaler_NB,0.6569852941176471,0.13065754404120297,0.6904761904761905
sonar,QuantileTransformer-Normal_NB,0.7522058823529412,0.11866744990864202,0.7619047619047619
sonar,QuantileTransformer-Uniform_NB,0.7522058823529412,0.11109026380742268,0.7857142857142857
sonar,PowerTransformer-Yeo-Johnson_NB,0.7518382352941176,0.13682448487982607,0.7619047619047619
sonar,Normalizer_NB,0.6621323529411764,0.15463438084318223,0.6428571428571429
,,,,
sonar,_NB-PCA,0.6985294117647058,0.07671412013686724,0.7142857142857143
sonar,StandardScaler_NB-PCA,0.7522058823529412,0.12980804966482418,0.7857142857142857
sonar,MinMaxScaler_NB-PCA,0.7525735294117647,0.14079538409216721,0.7619047619047619
sonar,MaxAbsScaler_NB-PCA,0.7525735294117647,0.14079538409216721,0.7619047619047619
sonar,RobustScaler_NB-PCA,0.6613970588235294,0.13345588235294115,0.6428571428571429
sonar,QuantileTransformer-Normal_NB-PCA,0.7231617647058823,0.16508171733918317,0.7142857142857143
sonar,QuantileTransformer-Uniform_NB-PCA,0.7349264705882353,0.16314957009806488,0.7619047619047619
sonar,PowerTransformer-Yeo-Johnson_NB-PCA,0.7584558823529411,0.1563693315945355,0.7619047619047619
sonar,Normalizer_NB-PCA,0.6382352941176471,0.06601696463316957,0.5714285714285714
,,,,
sonar,_SVM,0.6084558823529411,0.11580882352941177,0.7380952380952381
sonar,StandardScaler_SVM,0.8492647058823529,0.07715334346808633,0.8333333333333334
sonar,MinMaxScaler_SVM,0.7113970588235293,0.0861934396563473,0.7142857142857143
sonar,MaxAbsScaler_SVM,0.7051470588235293,0.08072846322757855,0.6904761904761905
sonar,RobustScaler_SVM,0.776470588235294,0.13247339290208285,0.7857142857142857
sonar,QuantileTransformer-Normal_SVM,0.8319852941176471,0.09419301325297297,0.8095238095238095
sonar,QuantileTransformer-Uniform_SVM,0.7716911764705883,0.11427201600509422,0.7857142857142857
sonar,PowerTransformer-Yeo-Johnson_SVM,0.8136029411764707,0.11486896871674457,0.8333333333333334
sonar,Normalizer_SVM,0.5242647058823529,0.10295693156745431,0.6190476190476191
,,,,
sonar,_SVM-PCA,0.6992647058823529,0.06756708828035377,0.6904761904761905
sonar,StandardScaler_SVM-PCA,0.7764705882352941,0.06865851887808876,0.7380952380952381
sonar,MinMaxScaler_SVM-PCA,0.7588235294117647,0.11758040391188934,0.7619047619047619
sonar,MaxAbsScaler_SVM-PCA,0.7588235294117647,0.12881505142664207,0.7619047619047619
sonar,RobustScaler_SVM-PCA,0.7878676470588235,0.11186443402773742,0.7380952380952381
sonar,QuantileTransformer-Normal_SVM-PCA,0.7290441176470589,0.08732759213301867,0.7619047619047619
sonar,QuantileTransformer-Uniform_SVM-PCA,0.7466911764705882,0.11911367549660877,0.8333333333333334
sonar,PowerTransformer-Yeo-Johnson_SVM-PCA,0.7400735294117646,0.07557897202337913,0.8571428571428571
sonar,Normalizer_SVM-PCA,0.5893382352941177,0.06464841197802369,0.5952380952380952
,,,,
sonar,_RF,0.7102941176470587,0.12573099407851795,0.8095238095238095
sonar,StandardScaler_RF,0.7102941176470587,0.12573099407851795,0.8095238095238095
sonar,MinMaxScaler_RF,0.7102941176470587,0.12573099407851795,0.8095238095238095
sonar,MaxAbsScaler_RF,0.7102941176470587,0.12573099407851795,0.8095238095238095
sonar,RobustScaler_RF,0.7102941176470587,0.12573099407851795,0.8095238095238095
sonar,QuantileTransformer-Normal_RF,0.7165441176470588,0.1349765494498362,0.8095238095238095
sonar,QuantileTransformer-Uniform_RF,0.7165441176470588,0.1349765494498362,0.8095238095238095
sonar,PowerTransformer-Yeo-Johnson_RF,0.7102941176470587,0.12573099407851795,0.8095238095238095
sonar,Normalizer_RF,0.7227941176470589,0.1169464432474767,0.7619047619047619
,,,,
sonar,_RF-PCA,0.7106617647058824,0.09587132853438558,0.7857142857142857
sonar,StandardScaler_RF-PCA,0.6746323529411764,0.1204205478635223,0.7619047619047619
sonar,MinMaxScaler_RF-PCA,0.7283088235294117,0.11761775829981647,0.7380952380952381
sonar,MaxAbsScaler_RF-PCA,0.7286764705882354,0.12398811891958837,0.8095238095238095
sonar,RobustScaler_RF-PCA,0.7033088235294118,0.14889524327142936,0.7857142857142857
sonar,QuantileTransformer-Normal_RF-PCA,0.7658088235294118,0.10454437001947146,0.8333333333333334
sonar,QuantileTransformer-Uniform_RF-PCA,0.6683823529411765,0.13727372069869626,0.8095238095238095
sonar,PowerTransformer-Yeo-Johnson_RF-PCA,0.7102941176470587,0.1276725543798216,0.7619047619047619
sonar,Normalizer_RF-PCA,0.6430147058823529,0.08589812128611679,0.6428571428571429
,,,,
sonar,_MLP,0.7783088235294118,0.1251734307251965,0.8333333333333334
sonar,StandardScaler_MLP,0.8198529411764707,0.08441483905038918,0.8809523809523809
sonar,MinMaxScaler_MLP,0.7665441176470588,0.14323380313875525,0.8095238095238095
sonar,MaxAbsScaler_MLP,0.7665441176470588,0.14323380313875525,0.8095238095238095
sonar,RobustScaler_MLP,0.807720588235294,0.08760575048078201,0.8809523809523809
sonar,QuantileTransformer-Normal_MLP,0.8084558823529411,0.11721485407392244,0.8333333333333334
sonar,QuantileTransformer-Uniform_MLP,0.8077205882352942,0.10552239160366762,0.8333333333333334
sonar,PowerTransformer-Yeo-Johnson_MLP,0.8386029411764706,0.11076431636712616,0.8809523809523809
sonar,Normalizer_MLP,0.7235294117647059,0.1317777534243844,0.7619047619047619
,,,,
sonar,_MLP-PCA,0.7047794117647059,0.08494238455430611,0.7380952380952381
sonar,StandardScaler_MLP-PCA,0.7768382352941176,0.09057931225152063,0.7619047619047619
sonar,MinMaxScaler_MLP-PCA,0.7470588235294118,0.11029166663943293,0.7857142857142857
sonar,MaxAbsScaler_MLP-PCA,0.7408088235294118,0.10774317169413938,0.7857142857142857
sonar,RobustScaler_MLP-PCA,0.7705882352941176,0.08906169375280062,0.8095238095238095
sonar,QuantileTransformer-Normal_MLP-PCA,0.7286764705882354,0.11968365887075827,0.8095238095238095
sonar,QuantileTransformer-Uniform_MLP-PCA,0.7761029411764706,0.10370579998161619,0.7857142857142857
sonar,PowerTransformer-Yeo-Johnson_MLP-PCA,0.7702205882352942,0.1229090911199444,0.7857142857142857
sonar,Normalizer_MLP-PCA,0.61875,0.0974098209968769,0.5714285714285714
